,index,Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
53,418,Positive Psychiatry and Mental Health,The University of Sydney,Intermediate,4.7,https://www.coursera.org/learn/positive-psychiatry,today world mental illness distress common account significant burden disability within community time growing interest understanding enhancing positive mental health wellbeing particularly developments fields positive psychology mental health promotion positive psychiatry new term jeste et al 2016 describes dual approach mental health build strengths supports healthy lifestyles well treating illness distress course explore different aspects good mental health well provide overview major kinds mental disorders causes treatments seek help support course feature large number australian experts psychiatry psychology mental health research also hear lived experience experts people lived mental illness share personal stories recovery take evidence based approach range strategies anyone use enhance mental health others exercise relaxation techniques role love relationships good types work cover topics creativity yoga psychiatric medications psychotherapies,leadership management resilience mental illness psychiatry mindfulness stress management positive psychology stress mental health psychologies life sciences basic science
54,419,Finance for Non-Financial Managers,Emory University,Beginner,4.2,https://www.coursera.org/learn/finance-for-non-financial-managers,finance non financial managers want understand key financial principles apply real world context course program window work way series nine modules move understanding basic financial principles applying financial analysis ratios drive decisions addition module capped ending self evaluation ensure absorbed following key learning objectives understand language associated finance know use financial terms analysis techniques read assess company performance using financial statements recognize link organizational strategy financial objectives use numbers best advantage make informed decisions,balance sheet income statement income present value cash flow stock investment finance net present value financial statement business finance
55,420,Convolutional Neural Networks in TensorFlow,DeepLearning.AI,Beginner,4.6,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,software developer wants build scalable ai powered algorithms need understand use tools build course part upcoming machine learning tensorflow specialization teach best practices using tensorflow popular open source framework machine learning course 2 deeplearning ai tensorflow specialization learn advanced techniques improve computer vision model built course 1 explore work real world images different shapes sizes visualize journey image convolutions understand computer sees information plot loss accuracy explore strategies prevent overfitting including augmentation dropout finally course 2 introduce transfer learning learned features extracted models machine learning course deep learning specialization andrew ng teach important foundational principles machine learning deep learning new deeplearning ai tensorflow specialization teaches use tensorflow implement principles start building applying scalable models real world problems develop deeper understanding neural networks work recommend take deep learning specialization,statistical classification artificial neural networks human learning image processing keras convolutional neural network computer vision tensorflow convolution multiclass classification data science machine learning
56,425,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Universit� Bocconi,Intermediate,4.6,https://www.coursera.org/learn/corp-sustainability,achievement balanced economic social environmental development expressed un agenda 2030 sustainable development recognized one major challenges humanity facing today less clear whether organizations generate business opportunities value stakeholders tackling challenges course thought leaders wide variety management economics fields illustrate assess seize opportunities offered global emergencies offer new ways understand purpose logic success business enterprise new context providing ideas examples manage transition process realize value creation potential corporate sustainability involved stakeholders learning objectives course allow understand macroeconomic microeconomic consequences climate changes poverty hunger gender race discriminations lack communication state civil societies businesses etc understand important businesses tackle sustainability issues order create better business opportunities learn individual organization system start analyze behaviors change towards sustainable practices models,ordered pair sustainability global corporate sustainability circular economy behavioral economics sustainable business leadership management corporate bond corporate social responsibility business business strategy
57,431,Biohacking Your Brain's Health,Emory University,Beginner,4.7,https://www.coursera.org/learn/biohacking-your-brains-health,deteriorating health particularly brain health occurring global level course introduces methods maximizing brain fitness nutrition exercise meditation sleep debunk popular myths prescribed practices overall health uncover studies last decades revealing practical routines interventions proven help improve brain also get glimpse brain structure common brain functions well prescription week tips improving brain health,ketogenic diet sleep system call intermittent fasting neuroscience nutrition exercise sleep mental health meditation mindfulness life sciences basic science
58,439,Mind Control: Managing Your Mental Health During COVID-19,University of Toronto,Beginner,4.8,https://www.coursera.org/learn/manage-health-covid-19,never history humanity many people feeling intense anxiety related covid 19 world leave wake intent course give deeper understanding anxiety reaction relates various aspects current life ranging consumption news way talk children also give clear strategies managing fact turning anxiety response least short periods sincere hope leave course better understanding brain reacts crises along powerful tools managing manages course cover 1 1 introduction overview 1 2 understanding anxiety response 1 3 necessity strategies manage anxiety 1 4 achieving relaxation skill need learn 2 1 watching news addicting manage consumption 2 2 critical art mental distraction crowd stressors 2 3 think physical distancing explaining children 3 1 effects isolation 3 2 strategies make isolation tolerable 3 3 importance social connection physical distancing world 4 1 need guard depression importance control 4 2 bring together practice makes proficient 4 3 invitation suggest additional videos,pandemics mind control meditation anxiety mental health control management stress leadership management psychologies stress management life sciences psychology
59,440,Getting Started with AWS Machine Learning,Amazon Web Services,Beginner,4.4,https://www.coursera.org/learn/aws-machine-learning,machine learning ml one fastest growing areas technology highly sought skillset today job market world economic forum states growth artificial intelligence ai could create 58 million net new jobs next years yet estimated currently 300 000 ai engineers worldwide millions needed means unique immediate opportunity get started learning essential ml concepts used build ai applications matter skill levels learning foundations ml help keep pace growth expand skills even help advance career course teach get started aws machine learning key topics include machine learning aws computer vision aws natural language processing nlp aws topic consists several modules deep diving variety ml concepts aws services well insights experts put concepts practice,natural language processing machine learning human learning computer vision amazon web services machine learning algorithms web algorithms deep learning web service data science machine learning
60,446,Weight Management: Beyond Balancing Calories,Emory University,Beginner,4.7,https://www.coursera.org/learn/weight-management-beyond-balancing-calories,across globe people suffering obesity time history obesity become common challenging course look root cause obesity explained latest science see food environment evolved last half century altering biology consume calories resist sustained weight loss also see stress sedentary lifestyle inadequate sleep disrupt appetite control system promote gaining weight developing better understanding physiology behind obesity learn work body prevent manage weight gain course also provide practical tools strategies creating long term sustainable weight management plan leverage habits surroundings,leadership management nutrition diets stress healthy diet planning dieting stress management weight loss eating life sciences nutrition
61,460,Programming for Everybody (Getting Started with Python),University of Michigan,Conversant,4.8,https://www.coursera.org/learn/python,course aims teach everyone basics programming computers using python cover basics one constructs program series simple instructions python course pre requisites avoids simplest mathematics anyone moderate computer experience able master materials course course cover chapters 1 5 textbook python everybody student completes course ready take advanced programming courses course covers python 3,syntax language semantics computer programming euler totient function loop python syntax semantics loop basic programming language python programming computer science software development
62,468,Data Management for Clinical Research,Vanderbilt University,Intermediate,4.7,https://www.coursera.org/learn/clinical-data-management,course presents critical concepts practical methods support planning collection storage dissemination data clinical research understanding implementing solid data management principles critical scientific domain regardless current anticipated role research enterprise strong working knowledge skill set data management principles practice increase productivity improve science goal use modules help learn practice skill set course assumes little current knowledge technology operate web browser focus practical lessons short quizzes hands exercises explore together best practices data management,redcap human learning data management survey design planning clinical data management electronics leadership management clinical trial clinical research life sciences research
63,469,The Art of Music Production,Berklee College of Music,Advanced,4.8,https://www.coursera.org/learn/producing-music,explore art record production make recordings people love listening course teach make emotionally moving recordings almost recording equipment including phone laptop emphasis mastering tangible artistic concepts gear use learn develop important tool recording studio ears learn enhance every aspect productions sonically musically employing deeper listening skills assignments include posting recordings peer review reviewing classmates work employing specific tools strategies use digital audio workstation record mix great long record computer post mp3 complete assignments learn art record production 4 week course also learn artist producer necessary read music play instrument take course,art listening emotions sound design music signature audio production writing microphone sound arts humanities music art
64,470,The Art of Music Production,Berklee College of Music,Advanced,4.8,https://www.coursera.org/learn/producing-music,explore art record production make recordings people love listening course teach make emotionally moving recordings almost recording equipment including phone laptop emphasis mastering tangible artistic concepts gear use learn develop important tool recording studio ears learn enhance every aspect productions sonically musically employing deeper listening skills assignments include posting recordings peer review reviewing classmates work employing specific tools strategies use digital audio workstation record mix great long record computer post mp3 complete assignments learn art record production 4 week course also learn artist producer necessary read music play instrument take course,art listening emotions sound design music signature audio production writing microphone sound arts humanities music art
65,472,Code Yourself! An Introduction to Programming,The University of Edinburgh,Conversant,4.7,https://www.coursera.org/learn/intro-programming,ever wished knew program idea start course teach program scratch easy use visual programming language importantly introduce fundamental principles computing help think like software engineer,basic programming language language scratch programming language algorithms programming tool computer programming software design computer program software engineering software computer science software development
66,473,Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,Beginner,4.9,https://www.coursera.org/learn/medical-research,tell bold headlines seen social media truly touting next big thing article worth paper printed understanding medical studies provide tools skills need critically interpret medical studies determine difference good bad science course covers study design research methods statistical interpretation also delves dark side medical research covering fraud biases common misinterpretations data lesson highlight case studies real world journal articles end course tools need determine trustworthiness scientific information reading course whether facebook friend wrong,statistical tests confounding experiment relative change difference relative risk multiple comparisons general statistics propensity score matching medical research causality life sciences research
67,478,EDIVET: Do you have what it takes to be a veterinarian?,The University of Edinburgh,Beginner,4.7,https://www.coursera.org/learn/becoming-a-veterinarian,course anyone interested learning veterinary medicine giving taster courses covered first year veterinary degree idea like study veterinary medicine,history veterinary medicine veterinary animal observation experience history veterinary medicine anatomy animal anatomy medicine life sciences animal health
68,503,Software Processes and Agile Practices,University of Alberta,Beginner,4.7,https://www.coursera.org/learn/software-processes-and-agile-practices,course delves variety processes structure software development also covers foundations core agile practices extreme programming scrum,lean software development process kanban software development process software software engineering leadership management scrum software development unified process agile software development computer science design product
69,504,"Brand Management: Aligning Business, Brand and Behaviour",University of London,Intermediate,4.9,https://www.coursera.org/learn/brand,professor nader tavassoli london business school contrasts traditional approaches branding brands visual identity promise customers brands customer experience delivered entire organisation course offers brand workout brands well guest videos leading branding professionals aim course change conception brands organisation visual identity e g logo image customers brand associations experience along moments matter along customer journey therefore delivered people across entire organisation brands thus external promise customers means executing business strategy via internal brand led behaviour culture change learn practice following skills 1 thow build brands broad organisational perspective 2 thow lead brand led culture change human resource practices core e brand lever outcome 3 thow build brands multi brand companies across cultures geographies 4 thow measure brand health new ways internally addition externally 5 thow value capture returns brands across organisation introducing new concept employee based brand equity different valuation brands intangible assets course allows develop following aspects 1 thead gain deeper understanding evolving practice brand management one goes practiced organisations today 2 theart motivated engage delivering brands regardless organisation thereby creating superior value customers organisation 3 thands translate learnings action confucius supposed said hear forget see remember understand,marketing brand leadership management brand equity brand marketing culture employment brand management brand identity stock business entrepreneurship
70,516,Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,Intermediate,4.9,https://www.coursera.org/learn/neurobiology,learn nervous system produces behavior use brain every day neuroscience explain common problems afflicting people today study functional human neuroanatomy neuronal communication use information understand perceive outside world move bodies voluntarily stay alive play well others,neurological disorders euler totient function hearing anatomy neuroscience human learning neurobiology memory neurology neuron software life sciences basic science
71,521,Reliable Google Cloud Infrastructure: Design and Process,Google Cloud,Beginner,4.7,https://www.coursera.org/learn/cloud-infrastructure-design-process,course equips students build highly reliable efficient solutions google cloud using proven design patterns continuation architecting google compute engine architecting google kubernetes engine courses assumes hands experience technologies covered either courses combination presentations design activities hands labs participants learn define balance business technical requirements design google cloud deployments highly reliable highly available secure cost effective course teaches participants following skills apply tool set questions techniques design considerations define application requirements express objectively kpis slos slis decompose application requirements find right microservice boundaries leverage google cloud developer tools set modern automated deployment pipelines choose appropriate cloud storage services based application requirements architect cloud hybrid networks implement reliable scalable resilient applications balancing key performance metrics cost choose right google cloud deployment services applications secure cloud applications data infrastructure monitor service level objectives costs using google cloud tools prerequisites completion prior courses architecting google cloud platform specialization architecting google kubernetes engine equivalent experience basic proficiency command line tools linux operating system environments systems operations experience including deploying managing applications either premises public cloud environment new certificate completion challenge unlock benefits coursera google cloud enroll complete cloud engineering google cloud cloud architecture google cloud professional certificate data engineering google cloud professional certificate november 8 2020 receive following benefits google cloud shirt first 1 000 eligible learners complete supplies last exclusive access big interview 950 value career coaching 30 days free access qwiklabs 50 value earn google cloud recognized skill badges completing challenge quests,google cloud platform cloud platforms cloud computing process security cloud infrastructure deployment environment site reliability engineering architecture reliability engineering information technology cloud computing
72,529,Practical Time Series Analysis,The State University of New York,Intermediate,4.5,https://www.coursera.org/learn/practical-time-series-analysis,welcome practical time series analysis many us accidental data analysts trained sciences business engineering found confronted data formal analytic training course designed people technical competencies would like cookbook approach still need concentrate routine sorts presentation analysis deepen understanding professional topics practical time series analysis look data sets represent sequential information stock prices annual rainfall sunspot activity price agricultural products look several mathematical models might used describe processes generate types data also look graphical representations provide insights data finally also learn make forecasts say intelligent things might expect future please take minutes explore course site find video lectures supporting written materials well quizzes help emphasize important points language course r free implementation language professional environment fairly easy learn discuss material course fellow learners please take moment introduce time series analysis take effort learn tried present ideas mission critical way understand enough math fell satisfied also immediately productive hope enjoy class,autoregressive model time series time series forecasting series round time series models autoregressive integrated moving average time series analysis forecasting analysis modeling data science probability statistics
73,530,Mathematical Thinking in Computer Science,University of California San Diego,Intermediate,4.2,https://www.coursera.org/learn/what-is-a-proof,mathematical thinking crucial areas computer science algorithms bioinformatics computer graphics data science machine learning etc course learn important tools used discrete mathematics induction recursion logic invariants examples optimality use tools answer typical programming questions like certain solution exists sure program computes optimal answer objects meet given requirements course use try explain everything approach solving many interactive mobile friendly puzzles carefully designed allow invent many important ideas concepts prerequisites 1 assume basic math e g expect know square add fractions common sense curiosity 2 basic programming knowledge necessary quizzes require programming python,logic puzzle mathematical induction algorithms proof theory permutations problem solving discrete mathematics mathematics mathematical logic computer science algorithms
74,531,Writing and Editing: Word Choice and Word Order,University of Michigan,Beginner,4.6,https://www.coursera.org/learn/writing-editing-words,course teach use written words become persuasive learn creative ways use syntax effective techniques telling stories clever method arranging complex series information also get chance professionalize use punctuation add bit style sophistication craft everything sentences slogans addition get access wide range books resources use even finish course include 1 readings exercises provided students taken person version course university michigan university chicago 2 two digital libraries excellent writing diverse collection journalists scientists novelists poets historians entrepreneurs 3 monthly good sentences email social media accelerated ways must learn use writing connect compete create sometimes join us first course four part series experience many benefits personal professional becoming good words,writing punctuation legal writing english grammar editing persuasive writing grammar choice proofreading creative writing personal development personal development
75,536,Fundamentals of Visualization with Tableau,"University of California, Davis",Beginner,4.4,https://www.coursera.org/learn/data-visualization-tableau,first course specialization discover data visualization use better see understand data using tableau examine fundamental concepts data visualization explore tableau interface identifying applying various tools tableau offer end course able prepare import data tableau explain relationship data analytics data visualization course designed learner never used tableau may need refresher want explore tableau depth prior technical analytical background required course guide steps necessary create first visualization beginning based data context setting stage advance next course specialization,presentation visualization computer graphics tableau software analysis data analysis sources storytelling software computer graphics data visualization data science data analysis
76,541,Bayesian Statistics: From Concept to Data Analysis,"University of California, Santa Cruz",Beginner,4.4,https://www.coursera.org/learn/bayesian-statistics,course introduces bayesian approach statistics starting concept probability moving analysis data learn philosophy bayesian approach well implement common types data compare bayesian approach commonly taught frequentist approach see benefits bayesian approach particular bayesian approach allows better accounting uncertainty results intuitive interpretable meaning explicit statements assumptions course combines lecture videos computer demonstrations readings exercises discussion boards create active learning experience computing choice using microsoft excel open source freely available statistical package r equivalent content options lectures provide basic mathematical development well explanations philosophy interpretation completion course give understanding concepts bayesian approach understanding key differences bayesian frequentist approaches ability basic data analyses,bayesian inference general statistics bayes theorem analysis probability bayesian prior probability inference conjugate prior bayesian statistics data science probability statistics
77,546,Understanding child development: from synapse to society,Utrecht University,Intermediate,4.5,https://www.coursera.org/learn/child-development,course dive topic child development learn child development complex influenced surprisingly rich number factors many different levels organization see development studied various domains various levels understanding different angles disciplines importantly come understand processes within various domains levels organization continuously interact shape development implies understanding development requires taking interdisciplinary approach order help organize thinking complexity learn developmental systems approach theories related look amongst things brain motor development cognitive language social emotional development factors influence development illustrate interdisciplinary approach helps understand child development see researchers various disciplines backgrounds study child development utrecht university scientists give look field knowledge collaboration colleagues illustrate theory learn translates practice sum invite follow us journey understand child development synapse society,language development child development educational practices pediatrics developmental psychology child childhood educational psychology early childhood child psychology social sciences education
78,548,Python Programming: A Concise Introduction,Wesleyan University,Advanced,4.6,https://www.coursera.org/learn/python-programming-introduction,goal course introduce students python version 3 x programming using hands instruction show install python use spyder ide integrated development environment writing debugging programs approach present example followed small exercise learner tries something similar solidify concept end module exercise student required write simple programs submit grading intended students little programming background although students background able move forward preferred pace course four modules long designed completed four weeks,python programming databases ipython language syntax semantics computer programming python libraries problem solving python syntax semantics computer science software development
79,551,Object Oriented Programming in Java,University of California San Diego,Beginner,4.7,https://www.coursera.org/learn/object-oriented-java,welcome course object oriented programming java using data visualization people come course many different goals really excited work want professional software developers others want improve programming skills implement cool personal project thinking others might yet know trying figure course intermediate java course recommend course learners previous experience software development background computer science goal end course every one feels empowered create java program advanced created past personally interesting achieving goal also learn fundamentals object oriented programming leverage power existing libraries build graphical user interfaces use core algorithms searching sorting data course project based dive right project immediately excited offering unique course structure designed support learners different backgrounds succeeding pace first module explains work course right also recommend taking minutes explore course site good place start navigation bar left click course content see material cover week well preview assignments need complete pass course click discussions see forums discuss course material fellow students taking class sure introduce everyone meet greet forum course take 6 weeks complete check recommended course schedule see quick overview lessons assignments complete week excited learning us let get started,object oriented programming java applet algorithms computer programming java programming sorting applet polymorphism computer science java software platform sorting algorithm computer science software development
80,552,Object Oriented Programming in Java,University of California San Diego,Beginner,4.7,https://www.coursera.org/learn/object-oriented-java,welcome course object oriented programming java using data visualization people come course many different goals really excited work want professional software developers others want improve programming skills implement cool personal project thinking others might yet know trying figure course intermediate java course recommend course learners previous experience software development background computer science goal end course every one feels empowered create java program advanced created past personally interesting achieving goal also learn fundamentals object oriented programming leverage power existing libraries build graphical user interfaces use core algorithms searching sorting data course project based dive right project immediately excited offering unique course structure designed support learners different backgrounds succeeding pace first module explains work course right also recommend taking minutes explore course site good place start navigation bar left click course content see material cover week well preview assignments need complete pass course click discussions see forums discuss course material fellow students taking class sure introduce everyone meet greet forum course take 6 weeks complete check recommended course schedule see quick overview lessons assignments complete week excited learning us let get started,object oriented programming java applet algorithms computer programming java programming sorting applet polymorphism computer science java software platform sorting algorithm computer science software development
81,553,Children's Human Rights - An Interdisciplinary Introduction,University of Geneva,Beginner,4.7,https://www.coursera.org/learn/childrens-rights,drawing contributions several academic disciplines including law psychology sociology history educational health sciences economy anthropology interdisciplinary approach guides student selection critical issues concerning children rights participants gain insight relative development specific human rights category well evolution challenges faced children time society efforts respond successful international strategies programs promoting children rights highlighted well role key actors involved international organizations working field open online course provides overview important features children human rights central portion mooc consist presentation international regional standards children rights related international regional judicial quasi judicial bodies designed ensure implementation prerequisites specific background required register mooc course conceived introductory level program participants wish deepen knowledge field children rights already prior knowledge access additional reading material weekly basis participants successfully complete class activities final assessment may request paid certificate accomplishment signed instructor main professors responsible program however credits awarded course consists seven topical modules distributed 4 weeks english language instruction,child welfare justice psychologies child international law child protection children rights child psychology law humanitarian social sciences law
82,556,Business Transformation with Google Cloud,Google Cloud,Beginner,4.7,https://www.coursera.org/learn/business-transformation-google-cloud,cloud technology data science hype importantly team business want learn cloud technology excel role help build future business thrive cloud era business transformation google cloud course interactive training learn core cloud business drivers specifically google cloud gain knowledge skills determine business transformation right team build short long term projects using superpowers cloud accordingly also find several templates guides resource links supplementary student workbook help build custom briefing document share leadership technical teams partners primary audience business decision makers directors managers managers managers individual contributors ics ics working non functions divisions finance marketing sales hr product design interested understanding applications google cloud technology business improvement opportunities transformational project,leadership security microsoft excel project management cloud computing business case innovation strategy business transformation cloud computing security business business strategy
83,557,Inspiring and Motivating Individuals,University of Michigan,Intermediate,4.7,https://www.coursera.org/learn/motivate-people-teams,course learn create shared vision team effectively communicate teammates also learn set effective goals expectations way best enables team attain shared vision finally understand important needs drivers performance across cultures learn align rewards desired behaviors teammates motivated attain team objectives motivation represents crucial challenge contemporary organizations recent gallup poll revealed 13 workers worldwide exhibit high levels engagement motivation show motivation problems simply due bad unmotivated team member rather motivation much driven work conditions create teammates structure goals objectives reward people accomplishment goals course help diagnose solve motivation problems bring best people,communication employee motivation performance performance appraisal leadership management leadership development team management motivation leadership employment business leadership management
84,591,Management of Fashion and Luxury Companies,Universit� Bocconi,Intermediate,4.7,https://www.coursera.org/learn/mafash,learn fashion luxury companies work understand brands products retail communication strategies travel business models international development product categories industry influent experts adopting case study approach course presents strategic brand management luxury fashion companies balancing act tradition vs innovation expertise vs experimentation casual vs stylish order increase brand value nurturing brand heritage time staying fresh relevant contemporary global marketplace topics impact new retail channels new media channels new business declinations brand emerging markets discussed course,strategy leadership management brand retail management brand management marketing luxury goods brand identity communication modeling business leadership management
85,592,Geopolitics of Europe,Sciences Po,Beginner,4.2,https://www.coursera.org/learn/geopolitics-europe,geopolitics europe offers dynamic program tensions issues within european union well interactions rest world maps iconography videos computer graphics role playing mooc renders main geopolitical issues appropriate europe focusing representations around world definitely multi disciplinary mooc offers learners real tool box built combination history geopolitics economics political science geography law format pedagogical program progressive modular composed seven thematic blocks block different scale view point even though main issue exploration block thought free navigation block remains marked specific steps mapping situation scenario study documentary corpus focus national perceptions well emphasis news please notice limited content available french knowledge acquired first four blocks assessed quiz put practice final serious game european scenario mission decisions make block number seven offers new analysis enable understand latest events year 2016,power politics crisis influencing political science international relations numbers spreadsheet emerging markets political risk global economics social sciences governance society
86,605,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),Advanced,4.7,https://www.coursera.org/learn/transmedia-storytelling,transmedia storytelling practice designing sharing participating cohesive story experience across multiple traditional digital delivery platforms entertainment advertising marketing social change ever read book seen movie watched television show played game centred around different aspects larger story universe may familiar popular examples universes like star wars marvel walking dead name professionals develop expansive narratives ensure element stays true original story innovatively use different technologies share stories grow audiences create active involved community fans also engaging elements franchises larger complex stories across much diverse range platforms like interactive web experiences social media communities mobile devices theme parks even augmented virtual reality major challenge current future storytellers face able engage different audiences story seamlessly told across different platforms learn course help design strategy developing telling transmedia story learn takes shape ideas compelling well structured narratives complex story worlds identify understand engage different audiences stories create cohesive user experiences across different platforms evaluate existing emerging technologies share story world help audience participate larger storyworld create course provides unique authentic industry relevant learning opportunity access current theory industry examples advice undertake learning activities equip tools need start developing ideas instructors learn effective transmedia design strategies leading unsw australia art design academics also examine case studies demonstrate amazing ideas technology audience contributions brought together create dynamic storyworlds see examples major successful transmedia storytelling projects involving movies digital entertainment gaming virtual reality collaboration industry partner x media lab course give inside access personal stories insight advice following innovative transmedia storytelling professionals hollywood usa canada australia susan bonds 42 entertainment los angeles usa flint dille screenwriter game designer novelist los angeles usa cindi drennan illuminart australia tom ellard unsw art design sydney australia catherine fargher dr egg digital sydney australia hal hefner 3am creative usa brian seth hurst storytech los angeles usa henry jenkins school communication journalism university southern california usa mikey leung digital storytellers sydney australia alex lieu 42 entertainment los angeles usa geoffrey long annenberg innovation lab university southern california usa john mcghee unsw art design sydney australia joseph narai transmedia entertainment sydney australia jeff nicholas uprising creative los angeles usa sergio paez graphic artist working animation tv video games film co founder storyboardart california usa steve peters mimes media los angeles usa stuart samuels stuart samuels productions toronto canada charles santoso concept artist sydney australia seth shapiro new amsterdam media los angeles usa scott snibbe eyegroove san francisco usa tracey taylor pulse sydney australia robert tercek public speaker digital media strategist executive leader creative ventures business innovation university southern california usa kevin williams founder director kwp ltd dna association uk brent young super 78 los angeles usa maya zuckerman transmedia sf san francisco usa course content development karin watson iman irannejad dr simon mcintyre,emerging technologies multimedia audience writing storytelling experience interactivity strategy interactive storytelling creativity arts humanities music art
87,608,Autism Spectrum Disorder,"University of California, Davis",Beginner,4.5,https://www.coursera.org/learn/autism-spectrum-disorder,understanding characteristics autism spectrum disorder asd implications behavior learning ability process information critical anyone working interacting spectrum educators clinicians counselors therapists medical staff family employers course give fundamental understanding asd diagnosed primary areas impairment prevalence increasing examine developmental sensori motor differences may impact academic play social self help skills different stages life including transition higher education employment gain clear understanding sensory regulation differs individuals spectrum explore practical tools identifying triggers communicating feelings learn use evidence based practices provide effective interventions explore typical strengths weaknesses individuals spectrum relation identified impairments course culminates description asd system care overview national standards report studies treatments explanation evidence based practices established implemented seeking depth instructor led experience encouraged check professional concentration autism offered uc davis extension https extension ucdavis edu certificate program professional concentration autism spectrum disorders,spectrum disorders autism spectrum disorder diagnostic evaluation autism spectrum education evaluation autism child spectrum disorder human learning life sciences patient care
88,612,Computational Neuroscience,University of Washington,Intermediate,4.5,https://www.coursera.org/learn/computational-neuroscience,course provides introduction basic computational methods understanding nervous systems determining function explore computational principles governing various aspects vision sensory motor control learning memory specific topics covered include representation information spiking neurons processing information neural networks algorithms adaptation learning make use matlab octave python demonstrations exercises gain deeper understanding concepts methods introduced course course primarily aimed third fourth year undergraduates beginning graduate students well professionals distance learners interested learning brain processes information,biological neuron model information theory artificial neural networks human learning modeling reinforcement neuroscience computational neuroscience neural coding neuron software data science machine learning
89,615,Structuring Machine Learning Projects,DeepLearning.AI,Beginner,4.8,https://www.coursera.org/learn/machine-learning-projects,learn build successful machine learning project aspire technical leader ai know set direction team work course show much content never taught elsewhere drawn experience building shipping many deep learning products course also two flight simulators let practice decision making machine learning project leader provides industry experience might otherwise get years ml work experience 2 weeks understand diagnose errors machine learning system able prioritize promising directions reducing error understand complex ml settings mismatched training test sets comparing surpassing human level performance know apply end end learning transfer learning multi task learning seen teams waste months years understanding principles taught course hope two week course save months time standalone course take long basic machine learning knowledge third course deep learning specialization,bias human learning analysis computer multitasking error strategy deep learning multi task learning machine learning project data science data analysis
90,622,Construction Project Management,Columbia University,Beginner,4.8,https://www.coursera.org/learn/construction-project-management,construction project management introduces project initiation planning industry experts join columbia university professor ibrahim odeh give overview construction industry professor odeh teaches fundamentals project development cycle guest lecturers discuss lean project delivery method lean design behaviors technological advances building information modeling introduced real world examples uses bim lifecycle project course concludes professor odeh discussing importance project planning scheduling opportunity develop work breakdown structure,leadership management planning work breakdown structure project management project construction management schedule project planning risk project plan business business strategy
